timestamp,clearsight,incident_management
2025-10-29 17:59:30,already_awake,already_awake
2025-10-30 06:36:05,already_awake,already_awake
2025-10-30 17:58:05,already_awake,already_awake
2025-10-31 06:34:22,already_awake,already_awake
2025-10-31 17:58:33,already_awake,already_awake
2025-11-01 06:37:36,already_awake,already_awake
2025-11-01 17:54:08,already_awake,already_awake
2025-11-02 06:38:37,already_awake,already_awake
2025-11-02 17:53:36,already_awake,already_awake
2025-11-03 06:37:51,already_awake,already_awake
2025-11-03 17:59:16,already_awake,already_awake
2025-11-04 06:34:52,already_awake,already_awake
2025-11-04 18:00:02,already_awake,already_awake
2025-11-05 06:36:12,already_awake,already_awake
2025-11-05 17:58:52,already_awake,already_awake
2025-11-06 06:35:28,already_awake,already_awake
2025-11-06 17:58:31,already_awake,already_awake
2025-11-07 06:34:57,already_awake,already_awake
2025-11-07 17:57:58,already_awake,already_awake
2025-11-08 06:31:55,clicked,already_awake
2025-11-08 17:54:18,already_awake,already_awake
2025-11-09 06:38:05,already_awake,already_awake
2025-11-09 17:54:40,already_awake,already_awake
2025-11-10 06:38:40,already_awake,already_awake
2025-11-10 17:58:40,already_awake,already_awake
2025-11-11 06:36:09,already_awake,already_awake
2025-11-11 17:58:31,already_awake,already_awake
2025-11-12 06:35:23,already_awake,already_awake
2025-11-12 17:59:01,already_awake,already_awake
2025-11-13 06:36:02,already_awake,already_awake
2025-11-13 17:59:28,already_awake,already_awake
2025-11-14 06:35:58,already_awake,already_awake
2025-11-14 17:58:48,already_awake,already_awake
2025-11-15 06:33:53,already_awake,already_awake
2025-11-15 17:54:59,already_awake,already_awake
2025-11-16 06:40:20,already_awake,already_awake
2025-11-16 17:54:25,already_awake,already_awake
2025-11-17 06:36:34,already_awake,already_awake
2025-11-17 17:58:52,already_awake,already_awake
2025-11-18 06:35:27,already_awake,already_awake
2025-11-18 17:59:07,already_awake,already_awake
2025-11-19 06:35:15,already_awake,already_awake
2025-11-19 17:58:57,already_awake,already_awake
2025-11-20 06:33:55,already_awake,already_awake
2025-11-20 17:58:22,already_awake,already_awake
2025-11-21 06:34:38,already_awake,already_awake
2025-11-21 17:57:27,already_awake,already_awake
2025-11-22 06:32:34,already_awake,already_awake
2025-11-22 17:54:02,already_awake,already_awake
2025-11-23 06:44:19,already_awake,already_awake
2025-11-23 17:53:49,already_awake,already_awake
2025-11-24 06:39:57,already_awake,already_awake
2025-11-24 17:59:20,already_awake,already_awake
2025-11-25 06:35:06,already_awake,already_awake
2025-11-25 17:59:49,already_awake,already_awake
2025-11-26 06:35:57,already_awake,already_awake
2025-11-26 17:59:47,already_awake,already_awake
2025-11-27 06:34:39,already_awake,already_awake
2025-11-27 17:59:29,already_awake,already_awake
2025-11-28 06:33:15,already_awake,already_awake
2025-11-28 17:58:18,already_awake,already_awake
2025-11-29 06:34:04,already_awake,already_awake
2025-11-29 17:56:08,already_awake,already_awake
2025-11-30 06:44:07,already_awake,already_awake
2025-11-30 17:55:36,already_awake,already_awake
2025-12-01 06:48:32,clicked,already_awake
2025-12-01 18:00:06,already_awake,clicked
2025-12-02 06:37:09,already_awake,already_awake
2025-12-02 18:01:03,already_awake,already_awake
2025-12-03 06:37:58,already_awake,already_awake
2025-12-03 18:00:00,already_awake,already_awake
2025-12-04 06:37:04,already_awake,already_awake
2025-12-04 18:01:35,already_awake,already_awake
2025-12-05 06:37:54,already_awake,already_awake
2025-12-05 17:59:50,already_awake,already_awake
2025-12-06 06:34:19,already_awake,already_awake
2025-12-06 17:56:08,already_awake,already_awake
2025-12-07 06:44:03,already_awake,already_awake
2025-12-07 17:55:37,already_awake,already_awake
2025-12-08 06:37:45,already_awake,already_awake
2025-12-08 18:00:09,already_awake,already_awake
2025-12-09 06:37:24,already_awake,already_awake
2025-12-09 18:00:20,already_awake,already_awake
